Name,                               English,                                     Translation,                                   Restrictions, Comment
Event_Key_Backspace,Backspace,Retroceso,,"Key event ""others"" subtype"
Event_Key_Ctrl,Control,Control,,Key event subtype
Event_Key_Delete,Delete,Borrar,,"Key event ""others"" subtype"
Event_Key_DigitN,{0},{0},,event key digit N
Event_Key_Digits,Digits,Dígitos,,Key event subtype
Event_Key_Down,Down,Abajo,,Key event subtype
Event_Key_End,End,Fin,,"Key event ""others"" subtype"
Event_Key_Enter,Enter,Entrar,,Key event subtype
Event_Key_Escape,Escape,Escape,,"Key event ""others"" subtype"
Event_Key_FunctionKeys,Function Keys,Teclas de función,,Key event subtype
Event_Key_Home,Home,Inicio,,"Key event ""others"" subtype"
Event_Key_Insert,Insert,Insertar,,"Key event ""others"" subtype"
Event_Key_Keypad,Keypad,Teclado,,Key event subtype
Event_Key_KeypadN,Keypad {0},Teclado {0},,Keypad event N
Event_Keyboard_Modifiers,Modifiers,Modificadores,,Modifiers keyboard group title
Event_Key_ArrowKeys,Arrow Keys,Telcas de flechas,,Arrow keys keyboard group title
Event_Key_ControlKeys,Control Keys,Teclas de control,,Control keys keybaord group title
Event_Key_Left,Left,Izquierda:,,Key event subtype
Event_Key_Letters,Letters,Letras,,Key event subtype
Event_Key_NoKey,No Key,Sin tecla,,Key event subtype
Event_Key_Others,Others,Otras,,Key event subtype
Event_Key_PageDown,Page Down,Página abajo,,"Key event ""others"" subtype"
Event_Key_PageUp,Page Up,Página arriba,,"Key event ""others"" subtype"
Event_Key_Right,Right,Derecha:,,Key event subtype
Event_Key_Shift,Shift,Mayús,,Key event subtype
Event_Key_Space,Space,Espacio,,Key event subtype
Event_Key_Up,Up,Arriba,,Key event subtype
Event_Keyboard,Key Down,Tecla pulsada,,Keyboard event name
Event_KeyPress,Key Pressed,Tecla presionada,,Key Press event name
Event_KeyPress_Short,Key Press - ,Tecla presionar - ,,KeyPress event short name
Event_KeyDown_Short,Key Down - ,Tecla abajo - ,,KeyDown event short name
Event_KeyPressN,Press {0},Presionar {0},,Key Press event - short name
Event_KeyRelease,Key Up,Tecla arriba,,Key Release event name
Event_KeyRelease_Short,Key Up - ,Tecla arriba - ,,Key Release event - short name
Event_KeyDown,Key Down,Tecla abajo,,Key Down event name
Event_KeyUp,Key Up,Tecla arriba,,Key Up event name
Event_Mouse,Mouse,Ratón,,Mouse event name
Event_MouseClick,Mouse Click,Clic del ratón,,Mouse Click event name
Event_MouseDown,Mouse Down,Ratón abajo,,Mouse Down event name
Event_MouseUp,Mouse Up,Ratón arriba,,Mouse Up event name
Event_Mouse_GlobalMouse,Global,Global,,Mouse event subtype
Event_Mouse_GlobalMouse_LeftButton,Global Left Down,Global izquierdo pulsado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftPressed,Global Left Pressed,Global izquierdo presionado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftReleased,Global Left Released,Global izquierdo liberado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleButton,Global Middle Down,Global central pulsado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddlePressed,Global Middle Pressed,Global central presionado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleReleased,Global Middle Released,Global central liberado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightButton,Global Right Down,Global derecho pulsado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightPressed,Global Right Pressed,Global derecho presionado,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightReleased,Global Right Released,Global derecho liberado,,"Mouseevent ""global"" subtype"
Event_Mouse_LeftButton,Left Down,Izquierdo pulsado,,Mouse event subtype
Event_Mouse_LeftPressed,Left Pressed,Izquierdo presionado,,Mouse event subtype
Event_Mouse_LeftReleased,Left Released,Izquierdo liberado,,Mouse event subtype
Event_Mouse_MiddleButton,Middle Down,Central pulsado,,Mouse event subtype
Event_Mouse_MiddlePressed,Middle Pressed,Central presionado,,Mouse event subtype
Event_Mouse_MiddleReleased,Middle Released,Central liberado,,Mouse event subtype
Event_Mouse_MouseEnter,Mouse Enter,Ratón entrar,,Mouse event subtype
Event_Mouse_MouseLeave,Mouse Leave,Ratón salir,,Mouse event subtype
Event_Mouse_MouseWheelDown,Mouse Wheel Down,Rueda del ratón l Abajo,,Mouse event subtype
Event_Mouse_MouseWheelUp,Mouse Wheel Up,Rueda del ratón l Arriba,,Mouse event subtype
Event_Mouse_NoButton,No Mouse Input,Sin entrada del ratón,,Mouse event subtype
DnD_Event_Mouse_Any,Any Button,Cualquier botón,,Mouse event subtype
DnD_Event_Mouse_None,No Button,Sin botón,,Mouse event subtype
DnD_Event_Mouse_Left,Left,Izquierdo,,Mouse event subtype
DnD_Event_Mouse_Right,Right,Derecho,,Mouse event subtype
DnD_Event_Mouse_Middle,Middle,Central,,Mouse event subtype
Event_Mouse_RightButton,Right Down,Derecho pulsado,,Mouse event subtype
Event_Mouse_RightPressed,Right Pressed,Derecho presionado,,Mouse event subtype
Event_Mouse_RightReleased,Right Released,Derecho liberado,,Mouse event subtype
Event_Other,Other,Otro,,Other event name
Event_Other_AnimationEnd,Animation End,Fin de animación,,Other event subtype
Event_Other_AnimationEvent,Animation Event,Evento animación,,Other event subtype
Event_Other_AnimationUpdate,Animation Update,Actualización de animación,,Other event subtype
Event_Other_EndOfPath,Path Ended,Ruta terminada,,Other event subtype
Event_Other_GameEnd,Game End,Fin del juego,,Other event subtype
Event_Other_GameStart,Game Start,Inicio del juego,,Other event subtype
Event_Other_IntersectBoundary,Intersect Boundary,Intersectar límite,,Other event subtype
Event_Other_OutsideRoom,Outside Room,Habitación exterior,,Other event subtype
Event_Other_RoomEnd,Room End,Fin de habitación,,Other event subtype
Event_Other_RoomStart,Room Start,Inicio de habitacíon,,Other event subtype
Event_Other_UserDefined,User Events,Eventos de usuario,,Other event subtype
Event_Other_UserN,User Event {0},Evento de usuario {0},,event other user N
Event_Other_Views,Views,Vistas,,Other event subtype
Event_Other_Views_BoundaryViewN,Intersect View {0} Boundary,Intersectar límite de vista {0},,"Other-Views ""Boundary view"" event numberN"
Event_Other_Views_OutsideViewN,Outside View {0},Vista exterior {0},,"Other-Views ""Outside view"" event numberN"
Event_Other_Views_Boundary,Intersect Boundary,Intersectar límite,,Intersect boundary view group title
Event_Other_Views_Outside,Outside View,Vista exterior,,Outside view group title
Event_Step,Step,Paso,,Step event name
Event_StepBegin,Begin Step,Paso inicial,,Begin Step event name
Event_StepEnd,End Step,Paso final,,End Step event name
Event_Unknown,Unknown Event,Evento desconocido,,Object editor unknown event name
Exception_GUIBase,Caught exception for gadget of type '{1}' and style '{2}'- {0},Caught exception for gadget of type '{1}' and style '{2}'- {0},,Exception wrapper to append gadget type to message
Exit_AreYouSure,Are you sure you want to exit?,¿Seguro que quieres salir?,,"On closing main desktop to quit, are you sure?"
Exit_SaveProject,Do you want to save changes before exiting?,¿Desea guardar los cambios antes de salir?,,Let user save project on exit
CloseProject_Save,Do you want to save changes to the current project?,¿Desea guardar los cambios en el proyecto antes de salir?,,Prompt user to save changes to current project
Extension_Import,Import extension,Importar extensión,,Extension import title
Extension_Import_Button_Add,Add -->,Añadir-->,,extension add resource button
Extension_Import_Button_ImportAll,Import All,Importar todo,,extension import all button
Extension_Import_Button_Remove,Remove,Retirar,,extension remove resource button
Extension_Import_Complete,Import Complete!,¡Importación Completa!,,extension import complete message
Extension_Import_CopyingFiles,Copying files...,Copiando archivos...,,extension import copying files progress label
Extension_Import_DuplicateExtensionName,Extension with name '{0}' already exists - delete previous version before importing new version,Extension with name '{0}' already exists - delete previous version before importing new version,,extension import - imported extension has the same name as an existing extension
Extension_Import_DuplicateExtensionResourceNames,Extension resource names clash with project resources. Please cancel the import and rename your project resources.,Extension resource names clash with project resources. Please cancel the import and rename your project resources.,,extension import - resources being imported from the extension have the same name as existing resources in the destination project
Extension_Import_Error,An error occured:{0},Ha ocurrido un error:{0},,extension import generic error
Extension_Import_ExtensionLabel,Extension resources:,Extension resources:,,extension resource import - extension resources label
Extension_Import_Extracting,Extracting...,Extrayendo...,,extension importing extracting progress label
Extension_Import_GMEZ_Error,An error occurred,An error occurred,,extension import generic error
Extension_Import_GMEZ_InvalidData,Unable to read the extension file,Unable to read the extension file,,extension import parse error
Extension_Import_GMEZ_Missing,Unable to find an extension within the GMEZ file,Unable to find an extension within the GMEZ file,,extension import missing gmez
Extension_Import_ImportingResources,Importing resources...,Importando recursos...,,extension import - importing resource progress label
Extension_Import_NoProjectError,,,,
Extension_Import_ProjectLabel,Resources to add:,Recursos para añadir:,,extension resource import add to project label
Extension_Import_ResourceNameAlreadyExists,Already a resource with name '{0}' - please rename it before importing the extension,Already a resource with name '{0}' - please rename it before importing the extension,,extension import - imported extension has the same name as an existing resource
